id,annotations
743291223436189697,3
743732357773959172,"0,0"
747877225874227200,7
742658016756006912,3
741726851698032640,8
746452487339712512,11
747549745229471744,9
747148192563793920,"10,10"
743640956872892416,1
746200059948105728,"1,1"
747272665375793152,9
741776274188840960,1
741808094649323520,8
743616980855439360,1
747272996931309572,7
746800751532449792,"4,7,10"
743117898093342721,3
747240559371182080,0
744609111807930369,1
748894066570473472,"1,1,1,1"
742784260931784704,10
747108429089640448,7
744967628649697281,9
741048219879116801,9
744601895105331200,7
747390856336904192,"3,9,10"
743492998768508928,"9,10"
741768453841883136,1
742895990248603648,6
747131000019390464,8
746459557195554817,5
746353084742393856,3
741884443019841536,3
748594558179680256,6
743556690272886784,6
748677105676718080,5
746482330785570817,"7,10,7,10"
746543194054090752,9
744546137307230208,6
749771120815910912,6
747166961432395776,8
743968313399644160,1
746408671429562368,11
747725986343563265,1
742175588383789056,9
741585391589826560,3
743121993466281984,2
758157124073467904,"0,0"
741682706312892416,"9,9"
744985503825543168,2
741495406211805184,9
748681910709129217,"9,9"
743994428445102080,9
741619480514568192,10
741778480011087872,1
741677911762165760,"4,4"
743398884974694400,0
746247318073073665,0
746891687318851584,11
743282024312537089,3
748229989389246464,2
748508364716531713,10
742387101354721280,7
744514879315283968,1
741335317672828928,1
744810417336131584,"3,3"
743657466445996032,6
746769115784839168,0
749955315739729921,6
744558085067268096,"1,7"
743130295960932352,9
748608363953532928,8
744602247351373824,7
744579557773062144,"1,1"
741457341439201280,"9,9"
744764858273513472,"11,7"
742140989838663682,9
749491424471711744,8
743270880931807233,7
741656552256471041,5
747838023220494336,2
742390334118711296,7
746815553658978305,9
741376470900047872,3
742048378520014848,7
748382122214367232,"8,9"
742183322852413440,0
748091992089862144,9
748071917123440640,1
746646710483456001,8
747697589944975360,"5,9"
746766265746923520,5
742155921762222080,"0,0"
742059412274221056,1
742313858027655168,7
743482331814465536,10
748260501965119488,1
742735611333738497,7
742355855027277824,7
749949845704732672,5
741713921745129472,11
748024731740344320,7
748483591169019904,"1,1"
748022486483222529,11
741446371316797442,"2,2"
747805089486733312,3
747259233637261312,2
743432210204790784,"1,7"
748591079717502976,9
742844650738843649,7
747446641750216704,3
741932224262623232,1
744950707627909121,9
742412987777069056,11
748506903353892865,1
742137375799791616,9
742127474931204097,3
744668368444264448,9
742152177762762752,3
742896266217164800,7
741058445705498625,3
744916811448225792,9
744542633612083200,"3,3"
742620415114280960,9
741849344953843712,"9,10,9,10"
744632965410492417,8
748488853724536832,10
744932299397947392,5
741564936095207424,4
742993433376239617,0
744602806896705536,7
744645454420451328,0
747396050701459456,7
741582166941958144,"1,1"
748640757511237633,8
744684769196150786,2
747651499992440832,2
748011567879421952,8
743577548165099520,"9,9"
747350278844841984,"2,3"
748666100934537216,10
748798669046947842,"0,0"
744892016413151232,7
742652824492855296,10
747227909413281793,4
748557591001829378,6
747158065997217793,7
748079976394592256,9
742627842454786048,1
748017071758413825,11
747407438333173767,5
742110160735358976,9
742164574070149120,5
742284570695962624,3
742637785526489088,9
742505776959393793,"8,10"
747966407732781056,8
742492408798154752,7
742901284630626304,5
746571510630932481,3
741046032444821504,9
744734802897678336,11
746399424130125826,"1,9,1,9"
747077512258330624,9
744965346512166913,1
744825212194029574,"3,7,3,7"
748035410073378817,9
747430113373892608,10
748496064576098304,2
747968111295471617,9
747597421316812801,2
743036655288782848,8
742683311751856128,"7,7"
742151828805025792,"0,9"
744947801713426433,8
753841886247264257,"8,8,8"
746906709612961792,9
748498214693834752,1
746299299554689024,8
741826790776135680,1
742805443362344960,2
748413079382269952,1
744544735642157057,6
748601956080455680,"1,9,10"
744873884558712832,2
742982860131467264,8
746850850174181376,"9,9"
744883055542755329,"4,10"
741531125194051584,1
742846403609657345,4
747489240607424512,0
746466818366156800,9
743395518341013506,0
748252763340029953,1
758289433011511296,4
747802146687553536,2
744732293936275456,3
741682932960661504,1
743640201919082496,4
742136433880629248,5
742502262312828929,0
748641408769265665,10
744600301173411840,9
743327326709002240,3
743279960765366272,11
744598087511965697,3
743433345674149888,7
747920681141035008,1
744592219932327936,"10,10"
747079237501222917,9
742892239823589376,"1,1"
747971579007533056,10
747378172899926016,10
744737642160525316,1
742333822457548800,"7,7"
743716910114570241,"0,0"
742657798375362560,1
746344906143080448,7
742760813761433600,"4,8"
747138353837936640,1
747389574884663296,8
746992796628717568,7
746700654811328513,"8,8"
747411986389016577,6
742895620059475968,7
747019457524948992,9
744536389799153664,10
745055049525538816,"4,4"
747779994584154112,"10,10"
742846802534240256,7
741792565775769604,"8,8"
743126337100058624,3
746410089435774976,7
743513991540944896,"0,3"
746706246812606464,"2,2"
741581009515208705,6
748157065374343168,"2,2"
743412617755000832,8
742654413538361345,7
743532942199242752,"0,8"
747743722389987328,8
742826928843825152,1
744934171798274048,"8,8"
742600685728845824,"7,7"
746705185615929344,9
747759699345481728,"0,0"
741772339646451712,1
742661367795228672,"3,3"
742763955970576389,7
743996471926677504,9
746649813308022785,8
748448031255691264,9
742941165968850945,8
741318006446379008,7
742501746140815361,9
742382095914270722,0
746901452686299136,6
747289178824597506,"8,8"
743301731929337858,9
744733527913136128,9
758459988759183360,3
747512222973235200,1
742776216671768576,"1,10"
742730783601876994,1
747466670424358913,1
747993734483218432,7
741948396538343424,1
746903296346988544,2
742152353252577280,5
747076676295655424,"1,9"
748601384455417857,"1,8,1,8"
743258035162800128,6
748641934474883073,6
748336291574484994,3
759726830081282048,1
747888674608652289,"4,4"
747796164779642880,"9,9"
744924408054059009,7
741379547266945024,1
743308259537256449,8
741584550455742464,"10,10"
744608562089988096,7
747152889592721408,1
759587813973192704,"9,9"
747786846965358592,5
746765085360652288,1
747414233541976064,1
741982516123447300,"5,9,5,9"
743480917042266112,1
744607003918630912,8
742569240272764928,1
741672868401020929,7
743966243204567040,9
748363134763732993,8
747489218088296448,0
743432903422410752,9
746752549236121600,1
744776656993193984,"3,5"
744713126243766272,6
741402395159232512,"7,7"
746803389258940416,5
744568770472067072,1
748184151359131648,"2,2"
742108692728909825,"0,1,3,4,5"
749704333457911808,6
746553711757930496,"1,7"
747758003336544257,"7,7"
743719952213913601,9
744617147838631936,1
743224708674396160,11
742494245223845888,5
747404668288917504,3
748613844935667712,1
746476987775131648,2
744935226992902144,5
744851369945858048,9
741976866420981764,0
743291076836941825,11
748129670449758208,3
747583636493344768,9
744741113748164608,1
742881781712441344,9
742469358861967360,9
747554211999678464,9
747030833458864128,9
743986253457022976,1
743583956134731776,9
743542699253469184,"8,8"
742085167200632832,"9,9"
742117101683478528,7
742232066771845120,9
748311121078124545,"0,10"
747092075691204610,4
743657639607832577,0
741431233952010240,7
748611190386003968,1
742649099153899521,7
744892156083638272,7
743557973159477248,9
742636571078205440,"8,9"
742741905553928192,4
742594146347667456,8
748229207453405184,10
748352399891279872,0
742627406838648832,9
747730622781792256,7
741887947423645696,3
747156347238518784,7
742752955447664645,0
741620071118688258,"1,10"
742132975140233217,"5,5"
743987751142440961,8
741492142627921920,8
743250965793546242,9
743260199826391042,"9,9"
746406024215560192,2
745098567740596229,1
741716290113572865,11
747898163600703488,10
747981187914825730,10
742092581664919552,7
743050484915798016,"4,8,9,10"
747067358343094281,8
743624972233388032,"1,5,7,9"
744726507726086144,"3,8"
744740498011729920,"9,9"
746857039188660224,0
742770608086339585,9
747999918925746176,8
746599801769328640,"0,1"
748327391462825985,8
747683132397199360,"3,3"
742708194871521280,9
742247371178835968,"1,1"
747934490492735489,"6,6,6,6,6,6,6,6,6,6,6,6,6"
747676232339316737,4
744878514827059201,"3,3"
747766566301872128,6
742991860243824640,5
742839530672259072,"2,2"
744897928955891713,7
742731199085314048,"4,4"
744983292638789632,5
745077912638914560,2
746372600792756224,3
748482220927627264,1
743410509563699200,0
747490538832695298,11
747516878633996290,1
744885685501362176,7
747799892320358400,5
753878119820341248,8
745046789817049088,5
748539431192264704,0
744675208477302784,3
744567836127928321,9
744526483369009152,3
741884430038499328,3
747406250925768704,"1,1"
748141168987279360,"1,10"
741651526599516160,7
746206054816505857,9
743319355308408832,1
744886070735560704,"1,3"
746897317178019840,"1,9,10,11,1,9,10,11"
743222372333981696,1
746415286853713924,7
747543999834005504,"7,9,9"
744969385488441344,1
743244059687297024,10
746552015539552256,9
748074599703777284,1
741825884185866240,"2,2"
748201934104985600,1
743118750476554241,2
747632822328901632,"1,3"
741660088365092864,"5,5"
746422391643975680,3
746383744135626753,7
742171150046793728,1
753140754680311808,5
743612652862115840,7
743259308180201473,9
743519980952510464,6
741381683417485312,2
742649068426399745,7
741076648678809600,3
747710388385505280,1
742984840295907330,"9,9"
748292002454740992,7
746450655221547008,1
743243264321589252,5
746446560712613888,1
742862337313538052,11
741348780734222336,"0,8"
741685007811510272,1
746424787564584960,"3,8"
744646326126686208,3
744760149894537216,10
744970807378513920,9
747972611942940672,8
743289777923850242,3
742821183452807168,"0,1"
743237994581155840,7
744650659270537216,3
742374571425169409,"7,7"
742982607969849345,9
746387626173865984,6
743209845495570432,7
746813122355273728,9
748495207478497280,1
746862394337427456,1
741390522808475648,8
747307546654826496,7
748188646109495296,9
747313530076946437,9
748285323977830405,6
744934637097582592,9
743304663022219265,"8,8"
746213549224001537,8
746769631818354688,9
742684686544080896,7
746197201949335552,5
743245270444556289,4
743186584992882689,"1,3"
748973688528048129,7
741846988950376449,7
747280566299418625,1
741499590864605184,3
746831476038242305,"8,10"
742738532268167168,"0,2,9,0,2,9"
748288702011543552,7
748331756508504065,8
746418099675508736,1
747844139404791808,8
741319655885660160,9
741824489617383424,1
741766965522366464,"1,1"
742051337060388864,1
744937536779395072,8
743483061636046848,1
742882160164667392,"9,9"
742418845030305795,11
748375465673506818,10
744798353741873152,1
742961590685839361,4
741470036032901121,0
746192779051569153,1
748025945454411776,5
743025609509470208,5
741351046170218500,8
747162371181928448,7
742793917150597120,1
748615188681728000,10
741625599077142529,9
747970777580978177,8
747737680641941505,7
743413674426105856,7
746380944123301888,7
743085440782217216,9
747839949425250306,3
744613359950110725,11
741387856480894976,11
747393872947347456,7
743079859354636290,"6,7"
747459701890289664,10
746449810023133185,11
741685322992488448,9
741058987202740226,10
742801464721035264,2
744812326482649088,"3,3"
744859819627032577,9
746819557256396800,11
742121967944372224,3
753283634006728705,"8,8"
747522466428366849,2
744605385802153985,1
744651144304070656,3
747490714603429888,3
746459090654732290,7
744547102521442306,8
747997454864289792,8
746287763658518529,0
743732105788555264,"9,9"
742539709470019584,10
741702489582489600,4
742562138951061504,1
741324927085711362,9
749403003090644992,3
748132718291132416,7
747496503757836290,9
742443843753115652,0
744895442626936833,7
743105651241570304,7
741827536460648449,1
747840952098754561,7
748606823725305856,1
741900216069160960,"1,1"
741443410247176192,"1,10"
741084862895947776,7
741692837679501312,2
743302692932456454,9
742658465215184896,1
746557650830131200,7
748280863926910976,6
741096660730683392,8
742173732492414980,"1,1"
746629345507151872,3
743472266193797120,0
746981041915600896,"7,7"
747462907399634944,9
743982417107628032,9
742847763105390592,3
747497395869581312,9
748206731629572098,6
747684485114781696,"1,3,9"
743217236526112768,1
742669449543704576,9
749265995420692480,9
742145465097945088,"9,9"
743141473340768256,5
748139732425543680,"1,1"
748614332238413826,1
746759664449134592,7
746856286340390912,7
744660033967890432,9
746436060389875712,7
744885040136478720,7
746893664174084100,10
741984750659723264,9
744934094832705538,"8,8"
743053520467812353,"1,1"
749226550948573184,0
747973629896433664,5
743447370352951296,8
741325796686630912,"9,9"
741827519662460929,5
754812835075686400,"1,1,1"
741773285491380224,"6,6"
747508531058868225,10
744558565621440512,7
746382646767296513,7
748696547760672769,0
748540187307806720,"2,2"
749243924003291136,"1,2,5,6,10,1,2,5,6,10"
746373550735515648,10
744522915186565120,1
747060529143881728,8
742984471767592960,11
741331555939979264,"2,10"
746549802909970433,2
742371267366391808,"1,1"
743668725753257984,0
744825527941267456,6
748073026718097408,"7,9"
746165285686677505,"7,7"
742720643460829184,1
742132063160160256,"1,11,1,11"
748571067044634624,2
743022577065549824,3
742061351514738688,10
743488616308088832,9
743037057300193280,11
747492330702241792,7
743298597895081986,11
742326536318111744,1
741746816149008384,1
742265893560819712,3
758359568422428672,9
742985522063282177,5
742444198570364929,7
753860991708835840,3
741064270406770690,3
748225783324377092,"1,10"
742493090510950400,"7,7"
747173353694314497,6
748382693067456512,1
743216063375040512,1
744953346373582848,"2,2"
747282290045128704,1
746735275066286081,8
760197998051725312,5
746930673768771584,"11,11"
747653299885735937,1
744610433487757316,1
741535501044219904,5
747058295676928000,"4,8"
759710510132572160,1
742510813655752705,9
748617508161200128,9
742242249098944513,"9,9"
744568934226006017,9
741690050463830016,1
741625892758261768,9
748260441776881664,"1,1"
741691343034945536,9
743138811572412416,"5,9"
744720305847934976,9
742437078361767937,1
747679610100408320,3
741699394966147072,9
743156698450370560,1
743155846054617092,3
743134397356990464,"5,5"
742546942278963201,"1,3"
746547050628644864,9
744943653504823296,9
748205033632731136,6
746949092283035649,3
743449465399304194,"1,10,1,10"
741628532481261568,5
743273985266319360,9
743125600383172608,5
743215337286447104,"1,1"
742745519601164290,2
742639144736829440,3
742389192399966208,2
742508774955458560,2
744932459238744064,7
742118134115631104,7
744640916808437762,"1,10,1,10"
741518605326688256,"9,9"
747744250524274688,"7,7"
743736581912027136,9
741332000720756736,9
741324576316129281,1
745099432140509184,11
741748455832465408,6
741330909648019456,2
742473839364472832,8
742983227963543552,2
743553585137520641,9
741911331591311360,5
746605149053812736,"9,9"
743015672192630784,"9,9"
747997405463846913,8
753324386505981953,1
748076545676189697,10
743519362930204672,4
742099499095580673,7
748481696153145344,11
744686872203563008,7
746780895663644676,6
746356810831921153,0
743227431746691072,8
744665956929126401,9
743153727297699844,"1,9"
741671483114655744,5
744689156341694464,7
742135946427170816,9
748261703004078081,"10,10"
747756232480436224,"7,7"
741567780940484608,3
747524119718035456,"3,3"
741496660589608961,8
742876463918157825,9
742850729879162880,7
741056399657033728,6
748006784464490502,"1,1"
742056213198868482,1
742031790701961221,3
743204266219814913,7
746772206550646784,9
741497422992441345,8
743672245243916288,7
747993548386009089,5
743015278309695489,9
746755009983975424,1
743532833541525505,3
744687620639203328,3
742436389409677313,1
746975987213144064,7
747552847772844032,9
741317220291207168,7
748026843278749697,"7,7"
748308785958109184,1
742228216744534027,"1,1,1,1,1,1"
747790258549493760,5
746497253993496577,9
742473606844669952,8
741490583722688512,9
746170202115584001,9
745056326775037952,11
746687913312694272,2
741673038064717824,7
746476170128941056,8
741095209799323649,0
741070744776499200,0
742722847378923520,9
747300311828594692,1
744910947794493440,10
744740119916220417,11
759936788899123200,1
747501712630382592,2
748188534658469889,9
747998787080159233,7
743558856391827456,7
743686644365033473,10
744554701543317504,5
742271359552782336,3
742127023053766656,3
748083505440169984,"4,4"
742160225881362433,"5,5"
748031867425792001,9
746741385441775616,7
747722864724484096,6
744611955424497665,1
746974025893580800,7
742325050876022784,"1,1"
748243911118827521,10
742024765754466305,3
742105588524539904,"1,5,1,5"
747582234262122496,1
744620091208196096,1
744012752679636992,2
747522050357616640,9
743118334258909184,"1,3,8"
742812848821133312,3
747163806569271296,"1,7"
742130915028017152,4
747967441750237184,5
742032040053329920,3
746585531987820544,"7,7"
748571106915692544,"7,7"
744605022151811072,1
742124287167975424,3
741447329740247041,4
748668320069521408,1
744852619710042112,9
741838253486116864,"3,9"
741402863461498880,7
741489777313189888,"2,2"
741550591638265857,"9,9"
747132280561348609,9
742912652133994497,9
741994702338064384,1
742086143857025024,9
743697408878485504,0
747805355854356481,3
742175925555466240,9
743473884402487299,0
742388225860329472,7
744610958929072128,1
741843580356939776,3
743297737517469696,7
747709769058779136,4
744636517096755200,"1,2,9,1,2,9"
746970471246102528,7
748000400754741249,8
746422488742010880,8
748068685403721728,9
743016757439401984,3
748284108518887424,9
747464527168544768,1
748492050782425088,10
747810898677366784,"3,3"
742102884582629376,7
743556906753589248,9
742811872848687104,9
743159400576204800,"1,3"
742752671778672640,1
748619669683085312,1
744962814624800768,8
742415094819258368,7
743413822757670912,7
742589591945805825,0
742906331623874561,9
746764545151086596,7
743964952839454720,1
743471243567890432,"6,6"
742657343649906688,3
741725263227150337,6
742035614510415874,"3,7"
747177257358209024,2
744518931667292160,1
741047806702419968,7
748449990209601536,9
747862082259918848,8
745074662422372353,8
747122557980119040,"1,9"
747550243131129856,9
743621724177039361,7
742550872240979968,"1,1"
747861543442874368,9
747573562492362753,"0,0"
743480743746244608,"3,11"
748031525158064128,9
746557547524558848,7
741823856701247488,2
742639532806311937,"1,1"
744528115368484864,10
747397591990738944,7
747225952250298368,2
746466216684949504,7
741821333789511680,2
741709496922177536,7
741986727821234177,9
747318248505376769,"6,11"
742727263725228032,"10,10"
746728235250049025,3
747885263695806464,9
743331203227344896,6
742063783149998080,"1,10"
744667914704281600,9
741578413111140352,3
742501066743386112,"1,5,1,5"
744612288737517568,1
747287904142057472,1
742970637967314945,8
743110094481588225,7
748155660966105088,6
746416922225414144,1
743643158890745856,8
741903527979540480,11
746794097818599424,"2,2"
742890686656184324,1
742803722858680320,6
743522581081264129,"4,4"
748030388040306689,6
748181887600852992,"4,5,8,9,10"
743253549459476480,7
746698201965690880,7
742774404246044674,8
747494645643513856,"3,8"
743702045551583233,0
748378042196758528,"1,1"
742103226460311552,7
748596068582043648,5
747110916794257408,"5,5"
742373823190827008,7
742991231777681410,11
748457061881610240,2
746395730810638336,"1,1"
747993406358491136,7
748244269119508480,10
746712757995716608,4
741825583143755776,2
741967960663674880,6
746431001405034496,7
741995982032896000,1
747145966130716672,10
742620451952807936,9
748614831465431040,10
747932360239386624,8
745064993813520384,"8,8"
744904885477453824,"1,8,1,8"
742439984922275841,9
748344300304539648,1
745057623519567872,4
746213723719663620,1
746362741779116032,10
746401862761340930,0
748395991980711936,4
746283833679437825,7
748603709081292800,8
748914222742925313,10
742757638178377728,5
748636489517436928,8
742686539134685184,5
743990647351193600,1
742714100053069824,"7,9"
743620493736022016,1
748218443216850944,3
747460312882905088,9
747330718028562438,9
741338751075528706,"0,4"
747844329381650432,9
742806016832634880,6
747786050135691264,"6,6"
748147622855180288,1
749801181757726725,0
742768011128365056,9
742203174052716545,9
746196507607498752,1
747517899170938880,6
747315430516101120,9
743437862603886594,7
744989777309597698,6
744689843016343553,7
743676527871549440,7
743446070085160961,"3,11"
743612251135934465,1
741762650816778240,4
747494741575630848,7
743111603588042753,"7,10"
748605755926863872,1
746417536724402177,1
741626052066344960,9
742547516378341376,4
744990241421950976,9
746196411872534528,3
748221302197096448,"0,5,0,5"
744613600493461504,8
742942925231902721,11
743444773235793920,9
744899555720847360,"9,9"
747569003107848193,5
742031486912765952,8
747304998455828480,1
746439182831259648,1
746463488294461444,9
743445788823425028,9
742991434186383360,5
743503408297029632,3
741348572214362112,"4,4"
746588479652405250,9
744547438715764736,"3,3"
747660823926038528,2
742862284217667584,"3,7,9,10"
741713239902294016,7
742110092099620864,3
742754334585167872,7
747160964680810496,0
742881723302744064,"9,9"
745101844934967296,1
744787678051213312,"1,9"
742734191524073472,7
742638802158522368,3
747984217242501121,"9,11"
746166107879288832,7
744729112648908800,"0,7"
743733883376570370,0
746465895241768961,3
741592044137811969,5
742794964371951616,5
742058908819165188,1
742926460076232704,"8,8"
743541036329242624,"0,3"
741489741044944896,9
743274589023780864,3
747731877532860416,7
743444350906949633,"11,11"
742202544932442112,9
748527660557557761,0
741683713809862656,9
742416280980979712,11
744641578891771904,10
748202745773973504,5
748498154933338112,"0,3,9"
742949967925542913,11
742101532481605633,7
743354531577159681,9
746186374286434304,5
747447952566685696,1
743326123711336448,1
742620421955149824,9
742727155646271488,7
743417368060133377,"1,1"
746900410695180288,3
747119724903993348,11
746461764674523136,7
744762717274243072,2
742317335416082432,7
746818834225565696,2
747599379356336128,9
748987910490361856,3
741069954741604353,0
747983667515949056,"1,10"
743446589079969792,8
743974736976187393,"3,3"
741787311394938884,8
741995005515038720,1
742694642223874049,4
742767054269337600,4
743255546657181697,9
742211662648729600,5
741928244903972864,10
741865297020366848,"9,10"
747929637800517632,"9,9"
742100084905652224,"1,1"
742381869208109056,7
748372101669724160,7
742224080326123520,"9,9"
742083711831842816,9
748609372205490177,"1,1"
741697621861900292,9
741094166839562240,8
746661868761153540,"0,0"
747844420381270016,8
747225930288996352,4
742931535280676865,8
746618868538425344,"2,2"
743994363219410944,5
748147865642360835,11
744522454534488064,"1,1"
747687133952024576,5
744945300977004544,7
746758724161769472,"4,4"
746347683808419840,3
743702945808539648,6
741060128107954178,3
742649256083922944,7
746508245599162368,1
746665984782655488,0
741376309432098817,1
742223939179548673,9
746302783121301505,4
748079357785178112,4
743066994728017920,10
741683320162004994,1
747713775764148225,6
748403119340593152,9
746265570572591104,9
742749106565681152,7
743091816166264837,9
741888351414816768,"3,3"
746289454285873152,7
746834536210673664,0
742337216127467520,9
744988889476108288,3
744614833581137920,1
742249855360192512,"5,7"
742755577412132865,1
741332071654662144,9
746959129629995008,"4,9,4,9"
742504613635465216,2
743441105362911233,"8,9,10,8,9,10"
746203202744287232,"8,8,8"
743159642776342528,3
741352943362973696,8
747543443593912320,9
742806047916720128,7
744883010604929024,10
747095347546161152,"1,8"
741563796511174656,"10,10"
741702344526729216,9
741063061788844032,3
742983693065715712,"9,9,7,9"
747237222798233600,5
746699317621174272,7
744745349718368256,"3,3"
741378671475314689,11
748587961273425920,7
743555943242285056,9
744534481772634112,10
746917034093486080,7
744631198165667840,2
742468549843750912,1
747768186251051009,7
748374018911313921,3
744929711168577536,7
743724292014104577,9
743461187560452096,"3,8,3,8"
747308386530656256,7
746798899713675264,"2,2"
748639997738242048,2
742102538359472128,2
746449066909900800,1
741084049582620672,6
743535520433725441,3
747938279979421696,1
746452418934636546,11
742459282344583169,"5,9"
748354662911250432,4
747784116905574400,10
742183285460205576,1
746700771756937217,7
747434416218185729,"3,3"
746284768443064320,4
744686509291253761,3
744604851997335552,1
741578568656916480,3
744533656295858176,3
741383937335930880,1
742989238598262784,"8,8"
747700470592962561,8
742891780564099072,"1,1"
743024230267260929,"0,3"
743310295536275460,"9,9"
746422211620143105,1
741329871675265028,9
743129884051013632,"4,9"
743485044224729089,1
742118996980310016,7
742545643168731137,4
747915231733526536,1
747154683052056576,10
747530073809489920,"6,6"
742236873016348672,9
744583853080092672,0
747577920097488896,1
748084737177190400,4
746421823709941760,5
744887965290270720,"9,9"
746265272982601728,9
741711182931841024,"7,7"
743983783808929793,1
741067756280352769,0
746458706607476736,7
746551876724850693,9
744650522758545408,"3,3"
742131516499591168,9
743561696351031300,6
748242959221534720,9
742296255783706625,"7,8"
748215304564670464,3
741453213380038656,9
748314452584456193,9
741444427244142592,1
743347038302044160,1
747735055666122753,8
743499799211696129,2
742585568232607747,"1,5"
747279304711516161,1
741650282585559041,"1,8"
741714670382419968,"0,3,10"
746865861374291969,7
742632223808094208,3
744897829206798336,9
748755742790791168,9
747939776125362177,1
759871303734005761,"3,3,3"
746355546945622016,"10,10"
742462872366678016,"1,1"
758420521683918848,"0,0"
743107341990645762,"7,8"
746950410011762689,3
741985386113736704,9
746764020628217856,1
743064950805913600,11
746771062893903873,4
747505015053516800,"1,5"
744737461729845248,1
742442254388846593,7
749432132326420481,1
746638623756460032,8
741065059250536449,0
743437598870278144,"7,9"
746737220237701121,11
747802737291726849,"3,3"
742124410245521409,3
742380935849480193,7
748620449207181313,5
743586675373314048,"6,6,6"
743962716629516288,8
746198523998175232,1
741536959772917760,7
746204436842766336,8
744730348320342016,"3,3"
741053089378140161,3
743443482711326720,9
743442309962948608,"0,0"
747404851458387968,3
746656023105134592,9
746351541334990848,1
746745476926431232,7
747897292447842304,3
746316002980302849,"9,10,9,10"
742890890843303937,"7,8"
747218508098867201,6
747840792526479360,8
742557435525750785,"6,10"
742444540590755840,7
748499927081361408,"1,1"
741651669700599808,7
746727874573516800,"3,3"
748047657424265217,4
748687251283013632,6
741346668696719360,"0,4,8"
747770967468965889,"6,6"
743234488155635712,3
742085914441064452,"1,9"
742085470390214657,9
743261743015694336,9
747737463037145088,"8,8"
747661250608373760,9
744605227219886080,1
742450632733261824,4
742119133077082112,7
748142213654183936,1
743517761419227136,6
744619698881466372,1
747438896988905472,3
741455089391525888,5
743494977297088515,9
747798674642767872,7
741444481849794560,6
746457499927216128,1
743245106006786048,7
748001567421390848,"8,8"
744659418361495552,0
746604993545801728,"9,9"
741050712570892289,"7,9"
748139387058262016,"1,10,1,10"
744602785493114881,3
747733047215276033,7
747765523375620100,"1,1"
743638043152752641,1
746453983737286656,1
743131108531798016,5
748907011044151296,3
741703097353949184,4
743157638188371969,1
744927799811653633,3
747304782075834370,1
746832281403293696,2
748093384271798272,9
744963619830521858,"9,9"
742106248062115841,"9,11"
742579268509667329,8
742125901836607488,3
742825752748564480,1
741778440156676096,"6,6"
753968348715626496,3
744696375829368832,9
746962424125808640,0
743278809042944000,"7,11"
744763212915105792,11
747731840476286976,7
742914550870085636,9
743262227508035584,9
742930598357008384,2
741722357123911680,3
741575462648958977,3
744731560222527488,"9,9"
747288152507723777,1
742506224600551424,9
746416388554661888,10
747375131828322304,8
744604766479724545,1
747062850594693120,"8,8"
741670422492663808,10
741581809037639680,1
741979172667592705,2
742704057819729920,"1,1"
748386774297284608,"9,9"
747213574544760832,"3,3"
746496955874848768,1
747919198224060416,"7,8"
744954645441765376,3
748246992841740288,9
742069959359102976,3
741803998634614784,"1,1"
741383514730463232,1
741725664621912064,"1,9"
747245806181298178,0
747831709933068288,5
746411775365636096,"1,7"
746857437332914176,11
744882576783904769,5
743730446282809344,9
748262485891911680,10
748407343176527872,"1,10"
744947536645984256,8
744814099427557376,3
741757606687965184,8
746888888027844608,2
742665524388057088,3
742455487438966785,5
741102234532904964,"4,10"
746713446956269568,3
744741826687565824,"8,10"
744878486892879872,"3,3,3"
743064885668524036,7
743967806438334464,"1,1"
742079062030581761,5
744615138301403136,"1,7,8"
747497920555933697,0
744991702084161536,10
746968577073381376,"1,3,4"
746596414575128577,9
741595192659083264,"7,9"
742431719106740224,"1,1"
748794828184440832,1
747971519981064192,6
746699417642663937,5
741377747348422656,11
744922089065308161,9
743656578251796481,"1,9"
741091844876963841,5
744922971609964545,9
758636088072269824,10
741054956875042816,3
741445210270367744,1
744622601667022849,11
746904901452632065,8
742271937653669888,"1,2,9"
743295484194762752,7
742060282013487104,"1,2"
744952488147615745,8
748572651866595328,7
743526211226374144,4
746228827458674688,10
743725053750042624,"11,11"
746466242983145472,3
746400508617850880,1
744522067794526213,1
743507724411928576,"3,3"
746506630028791808,1
742369026702213120,"1,1"
744981538039803904,"2,2"
743721894797422592,9
747130276418060288,4
748125968443670528,7
747222677568397313,4
747894390400630784,5
742733466857574401,"2,2"
742595732339822592,8
747091068546584576,"4,4"
743227039012904960,10
743417591700455424,7
744659918033084416,9
741991352175603713,9
744574401648041984,4
746351811917914112,1
746469410966118402,3
743323322469875712,9
747661400881926149,8
748182135698243584,6
746352837890875392,7
741342034984882176,1
746311063830921216,"3,10"
743011122165452800,0
743115461961895937,3
744721984190193664,10
747723447770484736,1
742097526325551104,10
743581674450075648,9
742622195080388608,"1,9"
743684450060427269,"8,8"
746819546271580160,2
746432092435677184,10
743487379743334400,8
748195736529960960,9
741949386045988864,1
746742728034234368,"7,7"
742039785661833216,"0,1"
742897556397522944,7
741805819973472256,"9,11"
744752532325445633,"4,4"
746276177065742336,8
748051279889444865,4
743974562291920897,"3,4"
743535008028200960,3
742554374598057984,4
748512086704164864,7
746978866774736896,7
744731027071963136,11
743965133475545088,8
748618668863533060,"1,1"
744933631093661696,8
742583049141915648,"3,7,10"
742731906236731393,7
742935717593112576,9
744666200349675520,9
741436504518496257,7
748260772489342976,10
743028164776103936,5
760435853428744193,"9,10"
744927106719686656,7
746364381819084800,9
743636503830499328,2
